# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
 130 4.8849858122e-10 1.4547444490e-13 -5.3960134501e-12 7.1532960227e-16 5.2285076942e-12 9.0164731152e-13 -5.7830158364e-15
 131 4.9303419079e-10 1.4607302657e-13 -5.4526694513e-12 7.2695913291e-16 5.1174307231e-12 8.8685056019e-13 -5.6928414253e-15
 132 4.9757035873e-10 1.4660821703e-13 -5.5072334247e-12 7.3870644814e-16 5.0096564966e-12 8.7243044042e-13 -5.5932735821e-15
 133 5.0210589289e-10 1.4707963556e-13 -5.5596460963e-12 7.5057264227e-16 4.9050772927e-12 8.5837545462e-13 -5.4858915639e-15
 134 5.0663952152e-10 1.4748697508e-13 -5.6098491156e-12 7.6255883223e-16 4.8035654024e-12 8.4467166175e-13 -5.3723827978e-15
 135 5.1116989135e-10 1.4783000399e-13 -5.6577850978e-12 7.7466615783e-16 4.7049726477e-12 8.3130261713e-13 -5.2545449569e-15
 136 5.1569556567e-10 1.4810856788e-13 -5.7033976648e-12 7.8689578195e-16 4.6091298999e-12 8.1824931224e-13 -5.1342880381e-15
 137 5.2021502242e-10 1.4832259132e-13 -5.7466314878e-12 7.9924889081e-16 4.5158465978e-12 8.0549011452e-13 -5.0136364381e-15
 138 5.2472665226e-10 1.4847207962e-13 -5.7874323283e-12 8.1172669422e-16 4.4249102661e-12 7.9300070717e-13 -4.8947310305e-15
 139 5.2922875665e-10 1.4855712058e-13 -5.8257470803e-12 8.2433042577e-16 4.3360860333e-12 7.8075402893e-13 -4.7798312427e-15
 140 5.3371970527e-10 1.4857787245e-13 -5.8615225364e-12 8.3706122980e-16 4.2491669974e-12 7.6872627923e-13 -4.6708828021e-15
 141 5.3819843021e-10 1.4853452271e-13 -5.8947014591e-12 8.4991980891e-16 4.1641320965e-12 7.5691574717e-13 -4.5681671841e-15
 142 5.4266397848e-10 1.4842732843e-13 -5.9252261886e-12 8.6290674100e-16 4.0810033938e-12 7.4532578496e-13 -4.4715186259e-15
 143 5.4711535616e-10 1.4825663142e-13 -5.9530399166e-12 8.7602258890e-16 3.9997964959e-12 7.3395889071e-13 -4.3807456159e-15
 144 5.5155152748e-10 1.4802285980e-13 -5.9780867197e-12 8.8926789994e-16 3.9205203794e-12 7.2281668514e-13 -4.2956303300e-15
 145 5.5597141387e-10 1.4772652980e-13 -6.0003115940e-12 9.0264320549e-16 3.8431772189e-12 7.1189988817e-13 -4.2159280681e-15
 146 5.6037389299e-10 1.4736824735e-13 -6.0196604882e-12 9.1614902047e-16 3.7677622139e-12 7.0120829567e-13 -4.1413666907e-15
 147 5.6475779781e-10 1.4694870980e-13 -6.0360803386e-12 9.2978584293e-16 3.6942634164e-12 6.9074075607e-13 -4.0716460554e-15
 148 5.6912191563e-10 1.4646870760e-13 -6.0495191023e-12 9.4355415361e-16 3.6226615583e-12 6.8049514707e-13 -4.0064374531e-15
 149 5.7346498711e-10 1.4592912596e-13 -6.0599257915e-12 9.5745441544e-16 3.5529298781e-12 6.7046835228e-13 -3.9453830449e-15
 150 5.7778570538e-10 1.4533094654e-13 -6.0672505074e-12 9.7148707311e-16 3.4850339494e-12 6.6065623791e-13 -3.8880952982e-15
 151 5.8208271504e-10 1.4467524911e-13 -6.0714444742e-12 9.8565255264e-16 3.4189315071e-12 6.5105362943e-13 -3.8341564235e-15
 152 5.8635461119e-10 1.4396321327e-13 -6.0724600731e-12 9.9995126087e-16 3.3545722753e-12 6.4165428823e-13 -3.7831178106e-15
 153 5.9059993856e-10 1.4319612010e-13 -6.0702508763e-12 1.0143835851e-15 3.2918977949e-12 6.3245088831e-13 -3.7344994652e-15
 154 5.9481719045e-10 1.4237535382e-13 -6.0647716809e-12 1.0289498924e-15 3.2308412503e-12 6.2343499293e-13 -3.6877894454e-15
 155 5.9900480786e-10 1.4150240351e-13 -6.0559785428e-12 1.0436505297e-15 3.1713272971e-12 6.1459703129e-13 -3.6424432982e-15
 156 6.0316117851e-10 1.4057886476e-13 -6.0438288110e-12 1.0584858225e-15 3.1132718895e-12 6.0592627521e-13 -3.5978834958e-15
 157 6.0728463588e-10 1.3960644136e-13 -6.0282811611e-12 1.0734560751e-15 3.0565821075e-12 5.9741081576e-13 -3.5534988725e-15
 158 6.1137345826e-10 1.3858694699e-13 -6.0092956297e-12 1.0885615702e-15 3.0011559844e-12 5.8903753997e-13 -3.5086440605e-15
 159 6.1542586782e-10 1.3752230686e-13 -5.9868336482e-12 1.1038025676e-15 2.9468823339e-12 5.8079210750e-13 -3.4626389272e-15
 160 6.1944018338e-10 1.3641452972e-13 -5.9608597846e-12 1.1191792896e-15 2.8936640937e-12 5.7266212988e-13 -3.4149025883e-15
 161 6.2341529615e-10 1.3526561737e-13 -5.9313470716e-12 1.1346918726e-15 2.8414910519e-12 5.6464707542e-13 -3.3653700357e-15
 162 6.2735023470e-10 1.3407765023e-13 -5.8982722196e-12 1.1503404098e-15 2.7903732913e-12 5.5674920510e-13 -3.3141116736e-15
 163 6.3124401479e-10 1.3285281791e-13 -5.8616139933e-12 1.1661249659e-15 2.7403181929e-12 5.4897044086e-13 -3.2612021379e-15
 164 6.3509563913e-10 1.3159342071e-13 -5.8213532535e-12 1.1820455759e-15 2.6913303725e-12 5.4131235721e-13 -3.2067203596e-15
 165 6.3890409714e-10 1.3030187117e-13 -5.7774729990e-12 1.1981022452e-15 2.6434116178e-12 5.3377617278e-13 -3.1507496282e-15
 166 6.4266836472e-10 1.2898069560e-13 -5.7299584088e-12 1.2142949487e-15 2.5965608253e-12 5.2636274197e-13 -3.0933776549e-15
 167 6.4638740401e-10 1.2763253564e-13 -5.6787968835e-12 1.2306236305e-15 2.5507739371e-12 5.1907254645e-13 -3.0346966360e-15
 168 6.5006016314e-10 1.2626014980e-13 -5.6239780878e-12 1.2470882030e-15 2.5060438778e-12 5.1190568685e-13 -2.9748033165e-15
 169 6.5368557604e-10 1.2486641498e-13 -5.5654939922e-12 1.2636885469e-15 2.4623604915e-12 5.0486187426e-13 -2.9137990536e-15
 170 6.5726256213e-10 1.2345432802e-13 -5.5033389147e-12 1.2804245104e-15 2.4197104785e-12 4.9794042186e-13 -2.8517898796e-15
 171 6.6079002617e-10 1.2202700725e-13 -5.4375095632e-12 1.2972959086e-15 2.3780773323e-12 4.9114023653e-13 -2.7888865656e-15
 172 6.6426685794e-10 1.2058769401e-13 -5.3680050770e-12 1.3143025231e-15 2.3374412765e-12 4.8445981038e-13 -2.7252046850e-15
 173 6.6769193208e-10 1.1913975422e-13 -5.2948270691e-12 1.3314441014e-15 2.2977792018e-12 4.7789721238e-13 -2.6608646768e-15
 174 6.7106410780e-10 1.1768667989e-13 -5.2179796678e-12 1.3487203565e-15 2.2590646026e-12 4.7145007994e-13 -2.5959919088e-15
 175 6.7438222867e-10 1.1623209067e-13 -5.1374695588e-12 1.3661309662e-15 2.2212675142e-12 4.6511561050e-13 -2.5307167411e-15
 176 6.7764512236e-10 1.1477973541e-13 -5.0533060273e-12 1.3836755728e-15 2.1843544494e-12 4.5889055311e-13 -2.4651745899e-15
 177 6.8085160044e-10 1.1333349365e-13 -4.9655009995e-12 1.4013537823e-15 2.1482883356e-12 4.5277120003e-13 -2.3995059902e-15
 178 6.8400045812e-10 1.1189737723e-13 -4.8740690848e-12 1.4191651641e-15 2.1130284517e-12 4.4675337829e-13 -2.3338566597e-15
 179 6.8709047401e-10 1.1047553178e-13 -4.7790276180e-12 1.4371092503e-15 2.0785303650e-12 4.4083244133e-13 -2.2683775618e-15
