# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3300, i.e. number of multipoles equal to 3299
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
 127 4.7292080522e-10 1.4217839591e-13 -5.1998178863e-12 0.0000000000e+00 5.5812216080e-12 9.4569214396e-13 -5.9443895565e-15
 128 4.7744650479e-10 1.4295696790e-13 -5.2626263966e-12 0.0000000000e+00 5.4599643700e-12 9.2978888823e-13 -5.8911566518e-15
 129 4.8197624576e-10 1.4367373652e-13 -5.3235455328e-12 0.0000000000e+00 5.3422092195e-12 9.1428260849e-13 -5.8247433629e-15
 130 4.8650907961e-10 1.4432809222e-13 -5.3825132445e-12 0.0000000000e+00 5.2279057137e-12 8.9916853365e-13 -5.7463849639e-15
 131 4.9104398497e-10 1.4491949285e-13 -5.4394682391e-12 0.0000000000e+00 5.1169849076e-12 8.8443961932e-13 -5.6574160424e-15
 132 4.9557986577e-10 1.4544746541e-13 -5.4943500220e-12 0.0000000000e+00 5.0093588739e-12 8.7008648744e-13 -5.5592725224e-15
 133 5.0011554932e-10 1.4591160777e-13 -5.5470989380e-12 0.0000000000e+00 4.9049202219e-12 8.5609736592e-13 -5.4534936870e-15
 134 5.0464978444e-10 1.4631159045e-13 -5.5976562119e-12 0.0000000000e+00 4.8035416167e-12 8.4245802831e-13 -5.3417242005e-15
 135 5.0918123950e-10 1.4664715835e-13 -5.6459639895e-12 0.0000000000e+00 4.7050752983e-12 8.2915173341e-13 -5.2257161317e-15
 136 5.1370850062e-10 1.4691813249e-13 -5.6919653783e-12 0.0000000000e+00 4.6093526011e-12 8.1615916492e-13 -5.1073309759e-15
 137 5.1823006968e-10 1.4712441177e-13 -5.7356044884e-12 0.0000000000e+00 4.5161834731e-12 8.0345837110e-13 -4.9885416779e-15
 138 5.2274436247e-10 1.4726597471e-13 -5.7768264735e-12 0.0000000000e+00 4.4253559947e-12 7.9102470439e-13 -4.8714346547e-15
 139 5.2724970680e-10 1.4734288117e-13 -5.8155775715e-12 0.0000000000e+00 4.3366358985e-12 7.7883076108e-13 -4.7582118174e-15
 140 5.3174449491e-10 1.4735526216e-13 -5.8518039529e-12 0.0000000000e+00 4.2498168193e-12 7.6685246590e-13 -4.6507695514e-15
 141 5.3622766227e-10 1.4730328427e-13 -5.8854480472e-12 0.0000000000e+00 4.1648778061e-12 7.5508814906e-13 -4.5493832596e-15
 142 5.4069825395e-10 1.4718718488e-13 -5.9164519204e-12 0.0000000000e+00 4.0818409320e-12 7.4354129662e-13 -4.4538927506e-15
 143 5.4515527363e-10 1.4700728553e-13 -5.9447584668e-12 0.0000000000e+00 4.0007218240e-12 7.3221455618e-13 -4.3641127737e-15
 144 5.4959768273e-10 1.4676399357e-13 -5.9703114433e-12 0.0000000000e+00 3.9215294909e-12 7.2110971393e-13 -4.2798324706e-15
 145 5.5402439934e-10 1.4645780383e-13 -5.9930555023e-12 0.0000000000e+00 3.8442661509e-12 7.1022767157e-13 -4.2008148260e-15
 146 5.5843429738e-10 1.4608930029e-13 -6.0129362261e-12 0.0000000000e+00 3.7689270591e-12 6.9956842339e-13 -4.1267961184e-15
 147 5.6282620553e-10 1.4565915777e-13 -6.0299001599e-12 0.0000000000e+00 3.6955003354e-12 6.8913103321e-13 -4.0574853713e-15
 148 5.6719890636e-10 1.4516814359e-13 -6.0438948454e-12 0.0000000000e+00 3.6239667915e-12 6.7891361140e-13 -3.9925638039e-15
 149 5.7155113531e-10 1.4461711924e-13 -6.0548688549e-12 0.0000000000e+00 3.5542997592e-12 6.6891329187e-13 -3.9316842822e-15
 150 5.7588157976e-10 1.4400704207e-13 -6.0627718244e-12 0.0000000000e+00 3.4864649177e-12 6.5912620908e-13 -3.8744707697e-15
 151 5.8018887806e-10 1.4333896693e-13 -6.0675544874e-12 0.0000000000e+00 3.4204201210e-12 6.4954747503e-13 -3.8205177785e-15
 152 5.8447161861e-10 1.4261404789e-13 -6.0691687087e-12 0.0000000000e+00 3.3561152260e-12 6.4017115625e-13 -3.7693898201e-15
 153 5.8872833881e-10 1.4183353987e-13 -6.0675675174e-12 0.0000000000e+00 3.2934919195e-12 6.3099025081e-13 -3.7206208564e-15
 154 5.9295752422e-10 1.4099880035e-13 -6.0627051413e-12 0.0000000000e+00 3.2324835466e-12 6.2199666532e-13 -3.6737137506e-15
 155 5.9715760748e-10 1.4011129099e-13 -6.0545370398e-12 0.0000000000e+00 3.1730149374e-12 6.1318119190e-13 -3.6281397180e-15
 156 6.0132696747e-10 1.3917257938e-13 -6.0430199379e-12 0.0000000000e+00 3.1150022353e-12 6.0453348523e-13 -3.5833377770e-15
 157 6.0546392824e-10 1.3818434063e-13 -6.0281118598e-12 0.0000000000e+00 3.0583527243e-12 5.9604203949e-13 -3.5387142004e-15
 158 6.0956675814e-10 1.3714835910e-13 -6.0097721623e-12 0.0000000000e+00 3.0029646569e-12 5.8769416540e-13 -3.4936419654e-15
 159 6.1363366880e-10 1.3606653007e-13 -5.9879615685e-12 0.0000000000e+00 2.9487270811e-12 5.7947596720e-13 -3.4474602055e-15
 160 6.1766296992e-10 1.3494083380e-13 -5.9626439480e-12 0.0000000000e+00 2.8955431420e-12 5.7137541842e-13 -3.3996044922e-15
 161 6.2165355098e-10 1.3377325182e-13 -5.9337917647e-12 0.0000000000e+00 2.8434026764e-12 5.6339194514e-13 -3.3500118631e-15
 162 6.2560444075e-10 1.3256584636e-13 -5.9013811801e-12 0.0000000000e+00 2.7923157775e-12 5.5552765537e-13 -3.2987509487e-15
 163 6.2951465520e-10 1.3132078882e-13 -5.8653903919e-12 0.0000000000e+00 2.7422898398e-12 5.4778430852e-13 -3.2458944417e-15
 164 6.3338319726e-10 1.3004036127e-13 -5.8257996753e-12 0.0000000000e+00 2.6933294963e-12 5.4016330674e-13 -3.1915191575e-15
 165 6.3720905658e-10 1.2872695805e-13 -5.7825914255e-12 0.0000000000e+00 2.6454365553e-12 5.3266568646e-13 -3.1357060943e-15
 166 6.4099120931e-10 1.2738308724e-13 -5.7357501986e-12 0.0000000000e+00 2.5986099374e-12 5.2529210971e-13 -3.0785404935e-15
 167 6.4472861787e-10 1.2601137228e-13 -5.6852627539e-12 0.0000000000e+00 2.5528456124e-12 5.1804285565e-13 -3.0201119006e-15
 168 6.4842023070e-10 1.2461455346e-13 -5.6311180952e-12 0.0000000000e+00 2.5081365363e-12 5.1091781196e-13 -2.9605142249e-15
 169 6.5206498205e-10 1.2319548951e-13 -5.5733075132e-12 0.0000000000e+00 2.4644725884e-12 5.0391646625e-13 -2.8998458001e-15
 170 6.5566179170e-10 1.2175715910e-13 -5.5118246266e-12 0.0000000000e+00 2.4218405078e-12 4.9703789755e-13 -2.8382094450e-15
 171 6.5920956479e-10 1.2030266240e-13 -5.4466654240e-12 0.0000000000e+00 2.3802238311e-12 4.9028076770e-13 -2.7757125236e-15
 172 6.6270719155e-10 1.1883522266e-13 -5.3778283058e-12 0.0000000000e+00 2.3396028286e-12 4.8364331279e-13 -2.7124670053e-15
 173 6.6615354704e-10 1.1735818770e-13 -5.3053141258e-12 0.0000000000e+00 2.2999544417e-12 4.7712333461e-13 -2.6485895256e-15
 174 6.6954749099e-10 1.1587503148e-13 -5.2291262331e-12 0.0000000000e+00 2.2612522197e-12 4.7071819207e-13 -2.5842014465e-15
 175 6.7288786749e-10 1.1438935565e-13 -5.1492705136e-12 0.0000000000e+00 2.2234662569e-12 4.6442479262e-13 -2.5194289167e-15
 176 6.7617350482e-10 1.1290489109e-13 -5.0657554319e-12 0.0000000000e+00 2.1865631295e-12 4.5823958373e-13 -2.4544029318e-15
 177 6.7940321515e-10 1.1142549944e-13 -4.9785920729e-12 0.0000000000e+00 2.1505058323e-12 4.5215854426e-13 -2.3892593953e-15
 178 6.8257579437e-10 1.0995517467e-13 -4.8877941837e-12 0.0000000000e+00 2.1152537161e-12 4.4617717594e-13 -2.3241391782e-15
 179 6.8569002182e-10 1.0849804461e-13 -4.7933782154e-12 0.0000000000e+00 2.0807624243e-12 4.4029049479e-13 -2.2591881801e-15
 180 6.8874466007e-10 1.0705837250e-13 -4.6953633646e-12 0.0000000000e+00 2.0469838300e-12 4.3449302253e-13 -2.1945573890e-15
