# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3300, i.e. number of multipoles equal to 3299
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
  61 2.2004039554e-10 2.8963404072e-14 -2.9424248099e-13 0.0000000000e+00 3.5090761806e-11 4.3387227824e-12 -7.2672123043e-15
  62 2.2297739068e-10 3.0391172492e-14 -3.3667928177e-13 0.0000000000e+00 3.3808449297e-11 4.1988961410e-12 -8.2508116942e-15
  63 2.2593970832e-10 3.1866013920e-14 -3.8168618679e-13 0.0000000000e+00 3.2578877408e-11 4.0646174038e-12 -8.9956900827e-15
  64 2.2892891288e-10 3.3386740924e-14 -4.2923303941e-13 0.0000000000e+00 3.1401273553e-11 3.9358504072e-12 -9.4911971401e-15
  65 2.3194708144e-10 3.4950940421e-14 -4.7919718574e-13 0.0000000000e+00 3.0276789439e-11 3.8127408486e-12 -9.7587227511e-15
  66 2.3499575244e-10 3.6555821038e-14 -5.3143289535e-13 0.0000000000e+00 2.9205568726e-11 3.6953244640e-12 -9.8246593395e-15
  67 2.3807588547e-10 3.8198198904e-14 -5.8577046535e-13 0.0000000000e+00 2.8186688960e-11 3.5835206243e-12 -9.7206223878e-15
  68 2.4118782103e-10 3.9874483433e-14 -6.4201532450e-13 0.0000000000e+00 2.7218103512e-11 3.4771259315e-12 -9.4836709588e-15
  69 2.4433124036e-10 4.1580663117e-14 -6.9994713725e-13 0.0000000000e+00 2.6296583503e-11 3.3758078150e-12 -9.1565282154e-15
  70 2.4750512518e-10 4.3312291309e-14 -7.5931890787e-13 0.0000000000e+00 2.5417659745e-11 3.2790981280e-12 -8.7878019415e-15
  71 2.5070771747e-10 4.5064472017e-14 -8.1985608454e-13 0.0000000000e+00 2.4575564670e-11 3.1863867432e-12 -8.4322050628e-15
  72 2.5393732374e-10 4.6832821685e-14 -8.8131406514e-13 0.0000000000e+00 2.3764718655e-11 3.0970792303e-12 -8.1396332425e-15
  73 2.5719499572e-10 4.8616599862e-14 -9.4366548486e-13 0.0000000000e+00 2.2984648328e-11 3.0111191569e-12 -7.9194804233e-15
  74 2.6048229393e-10 5.0416156586e-14 -1.0069474268e-12 0.0000000000e+00 2.2235911791e-11 2.9285549369e-12 -7.7698402797e-15
  75 2.6380046824e-10 5.2232017555e-14 -1.0712066355e-12 0.0000000000e+00 2.1518615458e-11 2.8493820211e-12 -7.6880089272e-15
  76 2.6715043697e-10 5.4064892206e-14 -1.1364999545e-12 0.0000000000e+00 2.0832391251e-11 2.7735402388e-12 -7.6704510385e-15
  77 2.7053276592e-10 5.5915681783e-14 -1.2028947636e-12 0.0000000000e+00 2.0176373790e-11 2.7009111411e-12 -7.7127659592e-15
  78 2.7394764746e-10 5.7785487407e-14 -1.2704694165e-12 0.0000000000e+00 1.9549177590e-11 2.6313153424e-12 -7.8096538239e-15
  79 2.7739487958e-10 5.9675618148e-14 -1.3393136783e-12 0.0000000000e+00 1.8948874254e-11 2.5645098634e-12 -7.9548816720e-15
  80 2.8087384496e-10 6.1587599097e-14 -1.4095291627e-12 0.0000000000e+00 1.8372969664e-11 2.5001854730e-12 -8.1412495638e-15
  81 2.8438349002e-10 6.3523179436e-14 -1.4812297698e-12 0.0000000000e+00 1.7818381177e-11 2.4379640312e-12 -8.3605566960e-15
  82 2.8792280982e-10 6.5483630222e-14 -1.5545092932e-12 0.0000000000e+00 1.7282208263e-11 2.3774937233e-12 -8.6044212060e-15
