# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
 162 6.2805293213e-10 1.3276527285e-13 -5.8648581923e-12 1.1173237818e-15 2.7170121308e-12 5.5422103853e-13 -3.2659902690e-15
 163 6.3195530798e-10 1.3155053687e-13 -5.8277835817e-12 1.1326711306e-15 2.6681712455e-12 5.4647857326e-13 -3.2126063861e-15
 164 6.3581533461e-10 1.3030183496e-13 -5.7871136792e-12 1.1481510134e-15 2.6203736793e-12 5.3886014457e-13 -3.1579094571e-15
 165 6.3963200420e-10 1.2902158007e-13 -5.7428314549e-12 1.1637634351e-15 2.5736211386e-12 5.3136672127e-13 -3.1019711192e-15
 166 6.4340429584e-10 1.2771229855e-13 -5.6949220444e-12 1.1795083710e-15 2.5279125050e-12 5.2399889251e-13 -3.0448665192e-15
 167 6.4713117533e-10 1.2637663178e-13 -5.6433727905e-12 1.1953857659e-15 2.4832437741e-12 5.1675685919e-13 -2.9866743617e-15
 168 6.5081159496e-10 1.2501733761e-13 -5.5881732850e-12 1.2113955341e-15 2.4396079934e-12 5.0964042524e-13 -2.9274769569e-15
 169 6.5444449326e-10 1.2363729196e-13 -5.5293154099e-12 1.2275375588e-15 2.3969952012e-12 5.0264898900e-13 -2.8673602686e-15
 170 6.5802879480e-10 1.2223949033e-13 -5.4667933797e-12 1.2438116912e-15 2.3553923644e-12 4.9578153456e-13 -2.8064139619e-15
 171 6.6156340995e-10 1.2082704933e-13 -5.4006037823e-12 1.2602177503e-15 2.3147833174e-12 4.8903662308e-13 -2.7447314514e-15
 172 6.6504723464e-10 1.1940320823e-13 -5.3307456212e-12 1.2767555225e-15 2.2751487000e-12 4.8241238418e-13 -2.6824099491e-15
 173 6.6847915015e-10 1.1797133047e-13 -5.2572203571e-12 1.2934247607e-15 2.2364658960e-12 4.7590650724e-13 -2.6195505122e-15
 174 6.7185802287e-10 1.1653490524e-13 -5.1800319494e-12 1.3102251841e-15 2.1987089718e-12 4.6951623277e-13 -2.5562580909e-15
 175 6.7518270409e-10 1.1509754896e-13 -5.0991868976e-12 1.3271564776e-15 2.1618486141e-12 4.6323834374e-13 -2.4926415767e-15
