# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
 125 4.6509206891e-10 1.3947761384e-13 -5.0456604962e-12 6.3873289240e-16 5.6604333631e-12 9.7840876029e-13 -5.9126418108e-15
 126 4.6962556732e-10 1.4037463888e-13 -5.1111743676e-12 6.4946452380e-16 5.5355661991e-12 9.6164042264e-13 -5.8870962307e-15
 127 4.7416446973e-10 1.4121185131e-13 -5.1749220117e-12 6.6030578518e-16 5.4141593778e-12 9.4527156522e-13 -5.8472766542e-15
 128 4.7870794487e-10 1.4198854709e-13 -5.2368396341e-12 6.7125762207e-16 5.2961982212e-12 9.2930191357e-13 -5.7941500273e-15
 129 4.8325509206e-10 1.4270408726e-13 -5.2968640706e-12 6.8232099989e-16 5.1816509648e-12 9.1372904689e-13 -5.7287713721e-15
 130 4.8780493926e-10 1.4335789980e-13 -5.3549328268e-12 6.9349690422e-16 5.0704682903e-12 8.9854833782e-13 -5.6522856542e-15
 131 4.9235644126e-10 1.4394948133e-13 -5.4109841174e-12 7.0478634100e-16 4.9625828570e-12 8.8375289214e-13 -5.5659296502e-15
 132 4.9690847770e-10 1.4447839888e-13 -5.4649569067e-12 7.1619033670e-16 4.8579088336e-12 8.6933348855e-13 -5.4710338151e-15
 133 5.0145985120e-10 1.4494429167e-13 -5.5167909477e-12 7.2770993856e-16 4.7563414301e-12 8.5527851840e-13 -5.3690241490e-15
 134 5.0600928546e-10 1.4534687290e-13 -5.5664268222e-12 7.3934621482e-16 4.6577564296e-12 8.4157392543e-13 -5.2614240650e-15
 135 5.1055542338e-10 1.4568593144e-13 -5.6138059803e-12 7.5110025489e-16 4.5620097202e-12 8.2820314551e-13 -5.1498562561e-15
 136 5.1509682513e-10 1.4596133369e-13 -5.6588707803e-12 7.6297316959e-16 4.4689368266e-12 8.1514704638e-13 -5.0360445627e-15
 137 5.1963196628e-10 1.4617302525e-13 -5.7015645284e-12 7.7496609134e-16 4.3783524423e-12 8.0238386740e-13 -4.9218158398e-15
 138 5.2415923588e-10 1.4632103276e-13 -5.7418315183e-12 7.8708017440e-16 4.2900499610e-12 7.8988915929e-13 -4.8091018241e-15
 139 5.2867693457e-10 1.4640546565e-13 -5.7796170710e-12 7.9931659503e-16 4.2038010084e-12 7.7763572387e-13 -4.6999410018e-15
 140 5.3318343142e-10 1.4642650091e-13 -5.8148666717e-12 8.1167644581e-16 4.1194044002e-12 7.6559967256e-13 -4.5960896513e-15
 141 5.3767765646e-10 1.4638433216e-13 -5.8475231968e-12 8.2416040589e-16 4.0368395992e-12 7.5377942170e-13 -4.4978065728e-15
 142 5.4215865466e-10 1.4627921878e-13 -5.8775294798e-12 8.3676903752e-16 3.9561279904e-12 7.4217851649e-13 -4.4049481942e-15
 143 5.4662543080e-10 1.4611150403e-13 -5.9048292232e-12 8.4950288860e-16 3.8772846851e-12 7.3079966213e-13 -4.3173478385e-15
 144 5.5107694845e-10 1.4588161671e-13 -5.9293670327e-12 8.6236249228e-16 3.8003183528e-12 7.1964470077e-13 -4.2348152157e-15
 145 5.5551212915e-10 1.4559007283e-13 -5.9510884516e-12 8.7534836646e-16 3.7252310533e-12 7.0871458843e-13 -4.1571359138e-15
