# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3300, i.e. number of multipoles equal to 3299
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
 149 5.7169497029e-10 1.4431824921e-13 -6.0529409074e-12 0.0000000000e+00 3.5612655055e-12 6.6586606057e-13 -4.0903897147e-15
 150 5.7610300754e-10 1.4373907927e-13 -6.0619090856e-12 0.0000000000e+00 3.4932086754e-12 6.5602091620e-13 -4.0243928703e-15
 151 5.8049036936e-10 1.4310219779e-13 -6.0677890634e-12 0.0000000000e+00 3.4269533536e-12 6.4639000829e-13 -3.9580638842e-15
 152 5.8485564104e-10 1.4240871041e-13 -6.0705340759e-12 0.0000000000e+00 3.3624506082e-12 6.3696872856e-13 -3.8915002920e-15
 153 5.8919735498e-10 1.4165982159e-13 -6.0700985750e-12 0.0000000000e+00 3.2996433755e-12 6.2775145989e-13 -3.8248024867e-15
 154 5.9351398977e-10 1.4085683623e-13 -6.0664382634e-12 0.0000000000e+00 3.2384662881e-12 6.1873155422e-13 -3.7580737438e-15
 155 5.9780396914e-10 1.4000116132e-13 -6.0595101293e-12 0.0000000000e+00 3.1788455028e-12 6.0990131045e-13 -3.6914202461e-15
 156 6.0206566098e-10 1.3909430760e-13 -6.0492724810e-12 0.0000000000e+00 3.1206985288e-12 6.0125195238e-13 -3.6249511092e-15
 157 6.0629737638e-10 1.3813789117e-13 -6.0356849810e-12 0.0000000000e+00 3.0639340559e-12 5.9277360660e-13 -3.5587784063e-15
 158 6.1049736859e-10 1.3713363516e-13 -6.0187086803e-12 0.0000000000e+00 3.0084517824e-12 5.8445528043e-13 -3.4930171935e-15
 159 6.1466383205e-10 1.3608337139e-13 -5.9983060534e-12 0.0000000000e+00 2.9541422429e-12 5.7628483982e-13 -3.4277855347e-15
 160 6.1879503193e-10 1.3498901646e-13 -5.9744418512e-12 0.0000000000e+00 2.9009093881e-12 5.6825163232e-13 -3.3631843042e-15
 161 6.2288970780e-10 1.3385249444e-13 -5.9470856748e-12 0.0000000000e+00 2.8487409409e-12 5.6035466465e-13 -3.2992345200e-15
 162 6.2694670414e-10 1.3267581043e-13 -5.9162096975e-12 0.0000000000e+00 2.7976440002e-12 5.5259511391e-13 -3.2359344567e-15
 163 6.3096484267e-10 1.3146107694e-13 -5.8817879045e-12 0.0000000000e+00 2.7476227876e-12 5.4497373823e-13 -3.1732792987e-15
 164 6.3494292191e-10 1.3021051547e-13 -5.8437961314e-12 0.0000000000e+00 2.6986785812e-12 5.3749086707e-13 -3.1112610707e-15
 165 6.3887971688e-10 1.2892645800e-13 -5.8022121017e-12 0.0000000000e+00 2.6508096500e-12 5.3014639141e-13 -3.0498685690e-15
 166 6.4277397862e-10 1.2761134850e-13 -5.7570154661e-12 0.0000000000e+00 2.6040111873e-12 5.2293975400e-13 -2.9890872920e-15
 167 6.4662443387e-10 1.2626774450e-13 -5.7081878397e-12 0.0000000000e+00 2.5582752455e-12 5.1586993959e-13 -2.9288993714e-15
 168 6.5042978467e-10 1.2489831857e-13 -5.6557128409e-12 0.0000000000e+00 2.5135906697e-12 5.0893546519e-13 -2.8692835030e-15
 169 6.5418870796e-10 1.2350585989e-13 -5.5995761293e-12 0.0000000000e+00 2.4699430317e-12 5.0213437028e-13 -2.8102148778e-15
 170 6.5789985520e-10 1.2209327573e-13 -5.5397654442e-12 0.0000000000e+00 2.4273145644e-12 4.9546420707e-13 -2.7516651124e-15
 171 6.6156185199e-10 1.2066359301e-13 -5.4762706426e-12 0.0000000000e+00 2.3856840955e-12 4.8892203071e-13 -2.6936021805e-15
 172 6.6517329767e-10 1.1921995983e-13 -5.4090837377e-12 0.0000000000e+00 2.3450269819e-12 4.8250438955e-13 -2.6359903433e-15
 173 6.6873276497e-10 1.1776564694e-13 -5.3381989368e-12 0.0000000000e+00 2.3053150432e-12 4.7620731537e-13 -2.5787900808e-15
 174 6.7223879958e-10 1.1630404936e-13 -5.2636126798e-12 0.0000000000e+00 2.2665164965e-12 4.7002631361e-13 -2.5219580224e-15
 175 6.7568991978e-10 1.1483868780e-13 -5.1853236773e-12 0.0000000000e+00 2.2285958897e-12 4.6395635362e-13 -2.4654468781e-15
 176 6.7908461607e-10 1.1337321028e-13 -5.1033329491e-12 0.0000000000e+00 2.1915140361e-12 4.5799185888e-13 -2.4092053691e-15
