# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
 158 6.1050963475e-10 1.3813440631e-13 -5.9964261647e-12 1.0968202206e-15 3.0084517824e-12 5.8445528043e-13 -3.4930171935e-15
 159 6.1466105732e-10 1.3711020159e-13 -5.9756162325e-12 1.1121712986e-15 2.9541422429e-12 5.7628483982e-13 -3.4277855347e-15
 160 6.1877689855e-10 1.3604271045e-13 -5.9513505127e-12 1.1276586176e-15 2.9009093881e-12 5.6825163232e-13 -3.3631843042e-15
 161 6.2285590160e-10 1.3493386838e-13 -5.9235991148e-12 1.1432823395e-15 2.8487409409e-12 5.6035466465e-13 -3.2992345200e-15
 162 6.2689691465e-10 1.3378569061e-13 -5.8923347144e-12 1.1590425888e-15 2.7976440002e-12 5.5259511391e-13 -3.2359344567e-15
 163 6.3089876342e-10 1.3260029959e-13 -5.8575318102e-12 1.1749394629e-15 2.7476227876e-12 5.4497373823e-13 -3.1732792987e-15
 164 6.3486025069e-10 1.3137992652e-13 -5.8191667622e-12 1.1909730319e-15 2.6986785812e-12 5.3749086707e-13 -3.1112610707e-15
 165 6.3878015600e-10 1.3012691289e-13 -5.7772178296e-12 1.2071433379e-15 2.6508096500e-12 5.3014639141e-13 -3.0498685690e-15
 166 6.4265723520e-10 1.2884371200e-13 -5.7316652098e-12 1.2234503944e-15 2.6040111873e-12 5.2293975400e-13 -2.9890872920e-15
 167 6.4649022013e-10 1.2753289044e-13 -5.6824910764e-12 1.2398941860e-15 2.5582752455e-12 5.1586993959e-13 -2.9288993714e-15
 168 6.5027781817e-10 1.2619712967e-13 -5.6296796173e-12 1.2564746679e-15 2.5135906697e-12 5.0893546519e-13 -2.8692835030e-15
